微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Ktp6K4MPY,玫瑰越来越贵，爱情却不断贬值。——@四代目恋柱  ,,无,无,无,2021-08-14 13:02,橘色pop子Android,2892,162,149
KtkxtuomM,#最in群主在线营业# 我的粉丝群 青龙山迎新版 已创建！我会在此空降和你们一起玩耍，速来入群啦！ 睡不着的来进群玩吧，说不定凌晨脱单，明早就可以奔现过七夕了呢  ,,无,无,无,2021-08-14 01:25,微博群聊,160,1,29
KtiNw0mx3,复读机跟复读机谈恋爱是不是恋爱循环？——@风闻说我彻夜学习  ,,无,无,无,2021-08-13 20:59,橘色pop子Android,2425,51,113
KtiCV6uc4,“我话里有话，而且还有两个”——@沈马军马军啊  ,,无,无,无,2021-08-13 20:32,橘色pop子Android,1236,64,68
KtilYgSIX,每年七夕必备的相亲贴💏🌹今天交往，明天过节！在茫茫人海中遇到笑点相似的人很不容易了，去年的两次相亲贴都有收到病友因为这个相亲贴成功脱单的消息，单身的病友们可以抓紧机会喔。在评论区里可以按这个格式留言：所在地 年龄 职业 自我介绍 对另一半要求 （可以附自拍）认真一点哦！成功率很高，已经有好几对在这里认识的小情侣啦                  原图                             ,,https://wx3.sinaimg.cn/large/007FR7Stgy1gtfejsc72vg302e01qjsq.gif,无,无,2021-08-13 19:51,橘色pop子Android,5547,69,3029
Kti9y1FtC,手机用好几年了，变老人机了——@舞厅鸭BILL心眼小  ,,无,无,无,2021-08-13 19:20,橘色pop子Android,986,17,40
KthYhEYd0,没有人可以永远18岁，就像没有人可以永远17岁一样。——@Maud-Gonne  ,,无,无,无,2021-08-13 18:52,橘色pop子Android,2201,42,177
KthJYoTca,我吃农药死了是不是说明我是害虫——@假CPbot  ,,无,无,无,2021-08-13 18:17,橘色pop子Android,3291,62,178
Ktg2MAtNA,即便吃药也坚持要上 ，算是一种身残志坚吗？——@距离目标还有39年  ,,无,无,无,2021-08-13 13:58,橘色pop子Android,1574,19,54
KtfRKdYd1,Life is suck. ——吸血鬼——@Riverofstar  ,,无,无,无,2021-08-13 13:31,橘色pop子Android,1673,29,72
KtfJFmmNQ,反正都一样，这是枚假币——@维持根斯坦  ,,无,无,无,2021-08-13 13:11,橘色pop子Android,1282,9,57
KtfsdeHj5,小明每次下班只坐电梯到二楼，因为他找不到1——@天凉皮卡秋  ,,无,无,无,2021-08-13 12:28,橘色pop子Android,1097,18,67
KtaoIm4vU,我至死是活人——@EpicMorph  ,,无,无,无,2021-08-12 23:35,橘色pop子Android,2132,99,91
Kt9SDakF3,上班，又称坐椅待币——@踟蹰飞行的太阳  ,,无,无,无,2021-08-12 22:16,橘色pop子Android,2343,240,99
Kt9wrihCa,后羿逐日：大型射死现场——@流产溢景  ,,无,无,无,2021-08-12 21:22,橘色pop子Android,1174,5,40
Kt9icBR6n,温馨提示：路过加油站的时候千万不要发火——@Yunikode  ,,无,无,无,2021-08-12 20:47,橘色pop子Android,873,14,45
Kt95VsTPd,有没有可能梅开二度的度指的是摄氏度呢？——@正正正正T  ,,无,无,无,2021-08-12 20:16,橘色pop子Android,1212,17,101
Kt8Jzn3rh,双重间谍在化学里是不是叫催化剂——@段段段段段小川  ,,无,无,无,2021-08-12 19:21,橘色pop子Android,996,19,60
Kt8tP3Krf,如果我现在死了，那我以后就不用死了。——@有怪li  ,,无,无,无,2021-08-12 18:43,橘色pop子Android,1843,120,115
Kt8ls8rAp,室内植物明知无法授粉却兢兢业业的开花，是不是就像单身🐶明知无法传宗接代仍然兢兢业业打✈️——@奔跑的不二君  ,,无,无,无,2021-08-12 18:22,橘色pop子Android,1374,8,69
Kt8at5eJI,大脑每天耗能占到身体的20%以上，那为什么不能通过给大脑写死循环来减肥？——@珂写柯者猝  ,,无,无,无,2021-08-12 17:55,橘色pop子Android,1205,17,68
Kt81T6xHF,地球自转一周需要168小时——@麦赛夫-  ,,无,无,无,2021-08-12 17:34,橘色pop子Android,1313,27,105
Kt7MR9PKu,听说某青年男歌手吃海狗丸的八卦后，李大爷第一个反应是：小伙疯啦？——@狂舞的金牛  ,,无,无,无,2021-08-12 16:57,橘色pop子Android,1876,26,101
Kt7e172lT,广州一男子长时间玩手机致手机没电——@真不戳戳戳  ,,无,无,无,2021-08-12 15:31,橘色pop子Android,1776,34,98
Kt6ZxmqdY,打呼噜太大声被开除应该如何维权？——@真不戳戳戳  ,,无,无,无,2021-08-12 14:55,橘色pop子Android,755,1,50
Kt13vsAVQ,投稿人ID↓——@阿糊·  ,,无,无,无,2021-08-11 23:48,橘色pop子Android,4133,36,207
Kt0Fo0NH7,飞虫有趋光性，研究飞船的人会不会其实是飞虫，目的是飞向太阳？——@猫猫休眠仓  ,,无,无,无,2021-08-11 22:49,橘色pop子Android,1934,29,109
Kt0hqx8kv,如果外星人在晚上偷掉太阳 地球人是不是到了白天才能发现——魅影之花life  ,,无,无,无,2021-08-11 21:50,橘色pop子Android,2236,33,147
Kt09b6RPQ,鹰儿晚上坚持不睡练习熬鹰——@DaLun233  ,,无,无,无,2021-08-11 21:30,橘色pop子Android,743,2,67
KsZyqfBCK,赵子龙浑身是胆，一定很苦吧——@是竜不是龟  ,,无,无,无,2021-08-11 19:59,橘色pop子Android,35465,8379,1013
KsZiAmyBE,男同去澡堂搓澡算性交易吗——@是小冯的宝贝鸭  ,,无,无,无,2021-08-11 19:20,橘色pop子Android,4452,1412,2299
KsZ6rrGCM,上古封神一事恐怕是贴吧管理员干的 ——100vicecity  ,,无,无,无,2021-08-11 18:50,橘色pop子Android,942,1,34
KsYUngDdM,「这简直是民俗圈过年 ！」大年三十这天，民俗学者们这样说。 ——@段子手郝师傅  ,,无,无,无,2021-08-11 18:20,橘色pop子Android,1154,15,62
KsXU5aGVy,水花是烫的，因为水开了。——@slipspurposelydownthe-  ,,无,无,无,2021-08-11 15:47,橘色pop子Android,1137,33,54
KsXtauPp7,不小心的意思其实就是心太大——@阿糊·  ,,无,无,无,2021-08-11 14:41,橘色pop子Android,889,8,56
KsXcnfqkt,华莱士，原产地：拉脱维亚——@Riverofstar  ,,无,无,无,2021-08-11 13:59,橘色pop子Android,1041,5,86
KsWRMEmpr,#弱智吧每周最佳# 评论区，2021年第29周，四选一。1.因为爱情不是物质 所以没有消失这一说 “因为爱情不是物质，所以也没有存在这一说”2.给她写的情书被她归为诗垃圾 “熬夜写的论文被老师成为肝垃圾”3.《醉翁亭记》讲述了一个作者属实把大伙给整乐了的故事 “《阿房宫赋》讲了一个只知...全文 ,,无,无,无,2021-08-11 13:09,橘色pop子Android,13805,140,248
KsRxt0CwJ,可乐没气了不要扔，第二天清晨叫醒他就有了——@欧阳娜娜圈外男友    ,,无,无,无,2021-08-10 23:35,橘色pop子Android,1367,17,81
KsQnY2j3d,屁的赏味期只有三十秒——@易小权呐  ,,无,无,无,2021-08-10 20:39,橘色pop子Android,1033,11,67
KsPUOuzZ3,阴阳人的寿命是由阳寿决定的还是由阴寿决定的？网络上有很多老阴阳人是不是因为他们已经没有阳寿了？——@一个小哲学家  ,,无,无,无,2021-08-10 19:27,橘色pop子Android,1280,25,55
KsPHitEVH,周公解完梦之后需不需要找弗洛伊德证伪——@小羊刚刚睡醒  ,,无,无,无,2021-08-10 18:54,橘色pop子Android,1005,35,88
KsOJ9DCTX,“夏天抹防晒霜时别忘了抹脖子。”说完这句话小明就自尽了——@别吃土豆啊那是服务器  ,,无,无,无,2021-08-10 16:25,橘色pop子Android,3525,99,128
KsOA6wrsq,哪吒三头六臂，写暑假作业一定很快 ——@第七迷雾  ,,无,无,无,2021-08-10 16:03,橘色pop子Android,1443,11,102
KsO7U5VNQ,过桥米线的桥是不是过米线桥？ ——@守护最好的谐音梗  ,,无,无,无,2021-08-10 14:54,橘色pop子Android,731,8,50
KsNQjtpHB,敬告求神拜佛者：你们所托非人。 ——@肉肉lin  ,,无,无,无,2021-08-10 14:10,橘色pop子Android,1031,71,70
KsNv0CnuU,为何不所有国家组成一个地球联盟来算奥运金牌榜排名呢？ ——@小狗包围学校  ,,无,无,无,2021-08-10 13:18,橘色pop子Android,3111,21,91
KsMZy799F,反正你闲着没事，减减肥呗，又不会少块肉。——@周转箱子   ,,无,无,无,2021-08-10 12:00,橘色pop子Android,1289,41,60
KsMK4xEjM,我是一名洗晚工，每当接近天亮时，我就会把夜晚洗去。——李辛彪  ,,无,无,无,2021-08-10 11:22,橘色pop子Android,4582,311,142
KsHMh96BQ,入睡是豪赌，赢了做美梦，输了做噩梦。——@吸盘螺母  ,,无,无,无,2021-08-09 22:44,橘色pop子Android,2485,145,134
KsGJQmsqA,本监狱承诺永久收留失足人士！ ——@王小波很大  ,,无,无,无,2021-08-09 20:05,橘色pop子Android,1024,1,61
KsG3azyjn,路边歪斜的共享单车，是失去灵魂的上班族的蜕壳——@面粉做成的花卷馒头  ,,无,无,无,2021-08-09 18:20,橘色pop子Android,2038,159,91
KsFzqBKgW,摩西生气的对迟疑的同胞们说：“我不要白开水！”——@吴洋是我的姓名隐私  ,,无,无,无,2021-08-09 17:07,橘色pop子Android,1774,15,126
KsF1dAlTF,这家医院的结扎手术真是绝绝子——@乾坎艮震巽离坤兑八个大铜钱  ,,无,无,无,2021-08-09 15:42,橘色pop子Android,4694,86,219
KsENSvsnV,有困难找警察，没困难以入睡——@吴洋是我的姓名隐私  ,,无,无,无,2021-08-09 15:10,橘色pop子Android,1409,84,116
KsEearulu,搏一搏，单车变自行车——@真不戳戳戳  ,,无,无,无,2021-08-09 13:42,橘色pop子Android,1816,11,154
KsxVj8l13,委婉骂人：带你入坑地球ol的玩家退游了——摧铩  ,,无,无,无,2021-08-08 21:39,橘色pop子Android,3802,161,156
KsxEKknMh,冷知识：光走一年的时间和人走一年的时间是一样的。——破解有同感  ,,无,无,无,2021-08-08 20:58,橘色pop子Android,3673,54,194
Ksx1vx7tp,我的身份证上开头就写着女生，为什么不可以住女生宿舍？——@皮下冰  ,,无,无,无,2021-08-08 19:21,橘色pop子Android,3876,25,139
KswVo5iTs,天是湛蓝色，海是墨蓝色，那会不会，天就是更清澈的海，海就是更深远的天？——沐子hentai  ,,无,无,无,2021-08-08 19:06,橘色pop子Android,3906,154,172
KswmuwQ7P,一道经典概率题：一个国家挨了两枚核弹，已知其中至少一个是小男孩，请问另一个也是男孩的概率是多少？ ——@狂舞的金牛  ,,无,无,无,2021-08-08 17:40,橘色pop子Android,4093,63,128
KsvRO5WnD,既然人踩死蚂蚁不犯法，那蚂蚁踩死人犯法吗？——呜呜呜菊花2  ,,无,无,无,2021-08-08 16:25,橘色pop子Android,2799,22,89
KsvFRzysu,爱情让人盲目，也让盲人重获光明。 ——Weiershier  ,,无,无,无,2021-08-08 15:55,橘色pop子Android,2905,152,118
KsuNsgzgm,建议不要发很多弱智的东西，这个吧看起来实在太弱智了。——@我是雨小鱼  ,,无,无,无,2021-08-08 13:41,橘色pop子Android,3740,27,90
KsuDGdkv5,空城计可以用木马计来破解吗？ ——@丧失股长  ,,无,无,无,2021-08-08 13:17,橘色pop子Android,1124,6,81
KsuuHuMkv,#弱智吧每周最佳# 2021年第29周，还是四选一。1.午睡太舒服了，建议每天醒来第一件事就是午睡。2.我也想和月牙一样，把不满写在脸上3.“谈判专家不戴护具太危险了”“没事，他普通话二级甲。”4.时间就像海绵体里的水，挤挤就行了，挤多了会死的 2021年第29周  ,,无,无,无,2021-08-08 12:55,橘色pop子Android,19458,216,328
KspbgwSBa,自古对波，逢左必输。那如果对波两边都有人看呢？——@打开天窗说梦话L  ,,无,无,无,2021-08-07 23:23,橘色pop子Android,1365,12,98
KsovNq9R2,去别人家做客从不带东西，这就是我的空手道。——@暴怒冰川  ,,无,无,无,2021-08-07 21:41,橘色pop子Android,2660,50,101
Kso9Q4aCA,我先睡了，明天还得睡觉呢——@水生七  ,,无,无,无,2021-08-07 20:47,橘色pop子Android,1573,63,103
KsnNBmw45,上有天堂，下有地狱。——@靠谱队长  ,,无,无,无,2021-08-07 19:52,橘色pop子Android,3245,25,141
Ksn8yeR0q,甄子丹演戏总有一种用力过猛的感觉。 ——@新之助和破坏球都有屁屁神功  ,,无,无,无,2021-08-07 18:11,橘色pop子Android,2341,5,103
Ksmo1mzZh,上班了是社畜，下班了就是家畜吗？ ——@意志消沉啊狗子  ,,无,无,无,2021-08-07 16:16,橘色pop子Android,2953,190,111
KslXaezjr,"没有恋爱谈？不要慌张，学学这招：默念3,153,600,000个数，这辈子就过去了。小朋友们学会了吗？——@炸过的花椒实在是太难吃啦  ",,无,无,无,2021-08-07 15:10,橘色pop子Android,3039,42,182
KslQNbkMB,打鼾比赛夺冠呼声最高的夺冠了 ——@吴洋是我的姓名隐私  ,,无,无,无,2021-08-07 14:55,橘色pop子Android,1193,17,29
KslBZorjZ,星之卡比是不是日本刑天？ ——@南风公公三号机  ,,无,无,无,2021-08-07 14:18,橘色pop子Android,1433,80,95
KskKwxtEg,如果仙女只喝露水，那花仙女是不是只能喝花露水？——@SHRONH  ,,无,无,无,2021-08-07 12:06,橘色pop子Android,2206,35,85
KskBjqNak,今天考四级，考着考着突然发现考场里人多了一倍，吓死我了，原来是大家都裂开来——忠贞之至  ,,无,无,无,2021-08-07 11:44,橘色pop子Android,3345,34,122
KskvhhXr5,主播死了还不忘躺太平间里带货——精神病黃主任  ,,无,无,无,2021-08-07 11:29,橘色pop子Android,1820,3,48
KsklOs9PO,导师批阅学生的论文时突然晕倒，事后人们得知他有深海恐惧症——魏犭句  ,,无,无,无,2021-08-07 11:05,橘色pop子Android,4308,166,125
Ksg5P7NrY,今天由顿顿给大家说晚安  [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/007FR7Stgy1gt7ivdmclwj31l62fku0x.jpg,http://ww2.sinaimg.cn/large/007FR7Stgy1gt7iven7q7j30u2142ael.jpg",无,无,2021-08-07 00:15,橘色pop子Android,1918,15,112
KsfN2hX2u,食人族其实一共只有九个人——@山崎夫人w  ,,无,无,无,2021-08-06 23:29,橘色pop子Android,4172,33,161
KseggqkBs,这次单缝衍射实验关羽同学做得非常好，因为他有丹凤眼。——小小声波是蝴蝶  ,,无,无,无,2021-08-06 19:35,橘色pop子Android,1112,20,61
KsddvAkMj,曹操纳张绣婶子为妾——打一典故 ——老罗叔  ,,无,无,无,2021-08-06 16:56,橘色pop子Android,1323,48,101
Ksd7IfasE,把肉剁碎可以得到肉末，我的一周也过得稀碎，能不能得到周末？——@螽斯世界  ,,无,无,无,2021-08-06 16:42,橘色pop子Android,3597,332,128
KscYN5zvq,你是几岁长到20岁的啊？——@无语辽  ,,无,无,无,2021-08-06 16:20,橘色pop子Android,1993,20,111
KscU94PN0,黑白电视节目需要彩排吗？——@我仍未知道那天所调戏妹子的名字  ,,无,无,无,2021-08-06 16:08,橘色pop子Android,1549,17,61
KscByhqE2,第一个带薪拉屎的人是不是打开了薪屎界的大门？——@靠谱队长  ,,无,无,无,2021-08-06 15:22,橘色pop子Android,1401,42,46
KscrMiBhF,某明星摔倒后首发声：“好痛！”——@真不戳戳戳  ,,无,无,无,2021-08-06 14:58,橘色pop子Android,2840,6,78
KscdQtAPL,意大利的螃蟹是不是张不开钳子？——@-wishyouwerehere-  ,,无,无,无,2021-08-06 14:24,橘色pop子Android,1234,32,64
Ksc713mLu,#弱智吧每周最佳# 最佳评论区篇，2021年第28周，还是四选一。1.为什么手机只有100/100的电啊，根本就不够用，建议以后手机都有200/200的电 “建议手机电池只留8%的电，这样手机横过来就是无穷多的电了”2.冬虫夏草的一生：冬虫夏草。 “模拟人生的玩法：模拟人生”3.忍俊不禁和人间悲剧的首...全文 ,,无,无,无,2021-08-06 14:07,橘色pop子Android,12683,103,236
KsbZhg574,“泵不注了！” 医学专家如此解释心脏骤停 ——疯狂一二三四五  ,,无,无,无,2021-08-06 13:48,橘色pop子Android,917,14,33
Ks6tMje6F,吴亦凡想洗掉牙签的称号只能等判死刑了，因为死者为大——@-wishyouwerehere-  ,,无,无,无,2021-08-05 23:47,橘色pop子Android,3795,61,108
Ks6iC2o0P,废寝忘食做一半就是吃夜宵——@青柠苏打2333  ,,无,无,无,2021-08-05 23:19,橘色pop子Android,921,13,33
Ks6ahdmwg,监狱里的狱霸，会在犯人洗澡的时候提供温暖。 ——@梗梗梗梗梗鬼  ,,无,无,无,2021-08-05 22:59,橘色pop子Android,2765,37,87
Ks5KeyFwx,我发誓，明天要是不打雷，我天打雷劈。——@翊咫  ,,无,无,无,2021-08-05 21:54,橘色pop子Android,1549,31,80
Ks5vVgo8c,摔了手机，钱从支付宝里不小心掉出来了——不正经小前锋  ,,无,无,无,2021-08-05 21:19,橘色pop子Android,1378,12,49
Ks51crmUN,鱼一直在海洋里流浪——@陋室盼风息  ,,无,无,无,2021-08-05 20:03,橘色pop子Android,2471,222,109
Ks4sDhq8N,据不完全统计，一年有11个月——@一只被烤过的羊  ,,无,无,无,2021-08-05 18:38,橘色pop子Android,2676,73,159
Ks47uassb,每天世界都在朝我发射一支名叫光阴的箭。终于有一天，我发现我不是小孩子了——mius8  ,,无,无,无,2021-08-05 17:46,橘色pop子Android,2511,165,117
Ks3zh7YsJ,日本鬼子看日鬼本子——@靓鸡屎十元一斤  ,,无,无,无,2021-08-05 16:22,橘色pop子Android,1544,28,99
Ks3m2edgb,我走在斑马线上，来往车辆纷纷为我让行，因为我脚踏黑白两道。——宅和忧伤  ,,无,无,无,2021-08-05 15:49,橘色pop子Android,1793,30,59
Ks36YuYUo,我的藿香正汽水怎么没气了 是不是放太久了 ——GrandpaFranka  ,,无,无,无,2021-08-05 15:12,橘色pop子Android,798,4,53
Ks2Zfh81o,三个臭皮匠，赛过两个臭皮匠——@靠谱队长  ,,无,无,无,2021-08-05 14:53,橘色pop子Android,2155,75,149
Ks1F4nwYR,全称量词——＂∀＂——@御手洗団子_  ,,无,无,无,2021-08-05 11:31,橘色pop子Android,4062,122,125
Ks1ATudwu,我把门关上，我锁住了房间；我把棺材板盖上，我锁住了全世界——泯灭瓶邪  ,,无,无,无,2021-08-05 11:20,橘色pop子Android,2524,63,115
Ks1qmpM5L,食人族族长: 最近手头有点紧，只能吃贱人了——@Riverofstar  ,,无,无,无,2021-08-05 10:54,橘色pop子Android,2069,25,129
Ks13taZQC,曹操：“今天下英雄”于是出门捡英雄。——@-长星照耀十三州府-  ,,无,无,无,2021-08-05 09:58,橘色pop子Android,1782,50,54
